SPF,valid,size,inputs,outputs
"R(Z(), C(S(), C(R(C(S(), C(S(), Z())), C(R(C(S(), Z()), P(2, 1)), P(2, 1))), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 2, 1, 2, 3, 4, 5, 6, 7]"
"C(S(), C(S(), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))), R(Z(), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 2, 4, 3, 2, 4, 3, 2, 4, 3]"
"C(S(), C(R(Z(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))), R(Z(), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 2, 2, 1, 2, 3, 4, 5, 6]"
"R(Z(), C(S(), C(R(Z(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 2, 1, 2, 3, 4, 5, 6]"
"C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))), R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 0, 1, 0, 0, 1, 2, 3, 4, 5]"
"R(Z(), C(S(), C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 4, 4, 2, 3, 4, 5, 6, 7, 8]"
"C(S(), C(R(Z(), C(S(), C(S(), P(2, 2)))), C(R(C(S(), Z()), P(2, 1)), R(Z(), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 1, 3, 5, 7, 9, 11, 13, 15]"
"C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 0, 3, 0, 1, 2, 3, 4, 5, 6]"
"C(R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 2)))), C(R(C(S(), Z()), P(2, 1)), R(Z(), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
"C(S(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 2, 2, 2, 1, 2, 3, 4, 5, 6]"
"C(S(), C(S(), R(Z(), C(S(), C(R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))), P(2, 1))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 3, 4, 3, 4, 5, 6, 7, 8, 9]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 1, 4, 7, 10, 13, 16, 19, 22]"
"R(Z(), C(S(), C(R(C(S(), Z()), C(R(Z(), C(S(), C(S(), P(2, 1)))), P(2, 1))), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 1, 3, 4, 5, 6, 7, 8, 9]"
"C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), C(S(), R(Z(), C(S(), C(S(), P(2, 2))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 9, 15, 21, 27, 33, 39, 45, 51, 57]"
"C(R(Z(), P(2, 1)), C(R(Z(), C(S(), C(S(), P(2, 2)))), R(C(S(), C(S(), Z())), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 0, 1, 3, 5, 7, 9, 11, 13, 15]"
"R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 2))))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 6, 10, 14, 18, 22, 26, 30, 34, 38]"
"C(S(), C(S(), C(S(), C(S(), C(S(), R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 2))))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 6, 5, 6, 5, 6, 5, 6, 5, 6]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))))), R(Z(), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 1, 4, 4, 5, 6, 7, 8, 9, 10]"
"C(S(), R(Z(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 1))))), P(2, 1))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 6, 7, 8, 9, 10, 11, 12, 13]"
"C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 2)))), R(Z(), P(2, 1)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 2, 0, 2, 0, 2, 0, 2, 0]"
"C(S(), C(S(), C(S(), R(Z(), C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2)))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
"R(Z(), C(R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))), P(2, 1)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 0, 0, 0, 1, 2, 3, 4, 5]"
"R(Z(), C(S(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 1))))), P(2, 2))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 8, 13, 18, 23, 28, 33, 38, 43]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 1)))))), R(C(S(), Z()), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 1, 5, 6, 7, 8, 9, 10, 11, 12]"
"C(S(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 4, 4, 1, 2, 3, 4, 5, 6, 7]"
"C(R(Z(), C(S(), C(S(), C(S(), P(2, 1))))), R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 0, 3, 4, 5, 6, 7, 8, 9]"
"C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), R(C(S(), Z()), P(2, 1)))))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8, 7, 8, 9, 10, 11, 12, 13, 14, 15]"
"C(S(), C(S(), C(S(), R(C(S(), Z()), C(R(Z(), C(S(), C(S(), P(2, 2)))), P(2, 1))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
"C(S(), R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 2)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 2, 1, 1, 1, 1, 1, 1, 1, 1]"
"R(C(S(), Z()), C(R(Z(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 2)))))), P(2, 1)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 0, 3, 5, 7, 9, 11, 13, 15, 17]"
"R(Z(), C(S(), C(S(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), P(2, 1)))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 4, 6, 7, 8, 9, 10, 11, 12, 13]"
"C(S(), C(S(), C(R(Z(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 1))))), R(Z(), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 2, 4, 4, 5, 6, 7, 8, 9, 10]"
"C(S(), R(Z(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), C(R(Z(), P(2, 1)), P(2, 1))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 2, 4, 5, 6, 7, 8, 9, 10]"
"C(S(), R(C(S(), C(S(), Z())), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 2, 2, 1, 2, 3, 4, 5, 6, 7]"
"C(S(), C(S(), R(Z(), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 6, 2, 3, 4, 5, 6, 7, 8, 9]"
"C(S(), C(S(), C(S(), R(C(S(), Z()), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 3, 5, 4, 3, 5, 4, 3, 5, 4]"
"C(S(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), C(R(Z(), P(2, 1)), R(Z(), P(2, 1))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 2, 2, 4, 5, 6, 7, 8, 9, 10]"
"C(R(C(S(), C(S(), Z())), P(2, 1)), R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 3, 7, 11, 15, 19, 23, 27, 31, 35]"
"R(Z(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), C(R(Z(), P(2, 1)), P(2, 1))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 3, 5, 7, 9, 11, 13, 15, 17]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8, 0, 2, 4, 6, 8, 10, 12, 14, 16]"
"R(Z(), C(S(), C(R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 2))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 4, 3, 2, 1, 1, 1, 1, 1, 1]"
"C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 1, 3, 1, 2, 3, 4, 5, 6, 7]"
"R(Z(), C(R(C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), Z())))))), P(2, 1)), P(2, 2)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 6, 5, 4, 3, 2, 1, 0, 6, 5]"
"C(S(), C(S(), C(S(), R(Z(), C(R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 1))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 4, 3, 3, 3, 3, 3, 3, 3, 3]"
"C(S(), R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), P(2, 1)), P(2, 1))), P(2, 2))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 4, 2, 1, 4, 2, 1, 4, 2, 1]"
"C(R(C(S(), Z()), P(2, 1)), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))), S()))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1]"
"C(S(), C(S(), R(C(S(), C(S(), Z())), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 2, 2, 2, 3, 4, 5, 6, 7, 8]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))), R(C(S(), C(S(), Z())), P(2, 1)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8, 0, 4, 8, 12, 16, 20, 24, 28, 32]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2))))))))), S())",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7, 14, 21, 28, 35, 42, 49, 56, 63, 70]"
"C(S(), C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), C(S(), R(C(S(), Z()), P(2, 1))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
"C(S(), R(C(S(), C(S(), C(S(), Z()))), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 3, 1, 2, 3, 4, 5, 6, 7, 8]"
"R(C(S(), C(S(), Z())), C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))), P(2, 1)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 0, 4, 8, 12, 16, 20, 24, 28, 32]"
"R(C(S(), C(S(), Z())), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 1)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 4, 0, 1, 2, 3, 4, 5, 6, 7]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 0, 0, 2, 4, 6, 8, 10, 12]"
"C(S(), C(S(), C(R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 2))), C(S(), R(Z(), P(2, 1))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 2, 3, 2, 3, 2, 3, 2, 3]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2))))))), C(S(), S())))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[11, 16, 21, 26, 31, 36, 41, 46, 51, 56]"
"C(S(), C(S(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), R(Z(), P(2, 1)))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 4, 6, 7, 8, 9, 10, 11, 12, 13]"
"C(R(Z(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), P(2, 1)))), R(Z(), P(2, 1)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 1, 4, 7, 10, 13, 16, 19, 22]"
"R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 2, 2, 0, 1, 2, 3, 4, 5]"
"C(S(), C(S(), C(S(), C(S(), C(S(), R(Z(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 6, 5, 6, 7, 8, 9, 10, 11, 12]"
"C(S(), R(Z(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 4, 4, 4, 5, 6, 7, 8, 9, 10]"
"R(Z(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 2)))), C(R(C(S(), Z()), P(2, 1)), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 3, 1, 3, 5, 7, 9, 11, 13, 15]"
"C(R(C(S(), Z()), P(2, 1)), R(Z(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 0, 0, 1, 0, 1, 2, 3, 4, 5]"
"C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), R(Z(), C(S(), C(S(), C(S(), P(2, 2)))))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 5, 8, 11, 14, 17, 20, 23, 26, 29]"
"C(R(Z(), C(S(), C(S(), C(S(), P(2, 2))))), R(Z(), C(S(), C(S(), C(S(), P(2, 1))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 9, 12, 15, 18, 21, 24, 27, 30, 33]"
"R(Z(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))))), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 4, 4, 5, 6, 7, 8, 9, 10]"
"R(Z(), C(S(), C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 4, 4, 3, 4, 5, 6, 7, 8, 9]"
"R(C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), Z())))))), C(R(Z(), P(2, 1)), P(2, 2)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 5, 4, 3, 2, 1, 0, 0, 0, 0]"
"C(S(), C(S(), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), R(Z(), P(2, 1)))))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 2, 2, 2, 2, 3, 4, 5, 6, 7]"
"C(S(), R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 4, 4, 1, 2, 3, 4, 5, 6, 7]"
"R(C(S(), Z()), C(R(Z(), C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))))), P(2, 1)))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 0, 3, 3, 4, 5, 6, 7, 8, 9]"
"R(Z(), C(S(), C(R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 2))), P(2, 1))))",True,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 4, 3, 2, 1, 4, 3, 2, 1]"
"C(S(), C(S(), C(S(), C(S(), R(C(S(), C(S(), Z())), C(R(C(S(), Z()), P(2, 1)), P(2, 2)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 5, 4, 5, 4, 5, 4, 5, 4, 5]"
"C(S(), R(Z(), C(S(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 3, 3, 2, 3, 4, 5, 6, 7]"
"C(S(), C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))))), S())))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8, 14, 20, 26, 32, 38, 44, 50, 56, 62]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))))), C(S(), R(Z(), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 6, 12, 18, 24, 30, 36, 42, 48, 54]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), R(C(S(), C(S(), Z())), C(R(C(S(), Z()), P(2, 1)), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 2, 0, 2, 0, 2, 0, 2, 0, 2]"
"C(R(Z(), P(2, 1)), C(R(Z(), C(R(C(S(), C(S(), C(S(), Z()))), P(2, 1)), P(2, 2))), C(S(), S())))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 0, 0, 2, 1, 0, 0, 2, 1, 0]"
"R(Z(), C(S(), C(S(), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))), C(S(), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 4, 3, 2, 4, 3, 2, 4, 3, 2]"
"C(R(Z(), C(S(), C(S(), P(2, 2)))), C(S(), C(S(), R(C(S(), C(S(), C(S(), Z()))), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[10, 4, 6, 8, 10, 12, 14, 16, 18, 20]"
"C(S(), C(R(Z(), C(S(), C(S(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))))), C(S(), S())))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[13, 19, 25, 31, 37, 43, 49, 55, 61, 67]"
"C(S(), C(S(), C(R(Z(), P(2, 1)), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))), S()))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 2, 2, 3, 2, 2, 3, 2, 2, 3]"
"R(Z(), C(S(), C(S(), C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 1))))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 5, 5, 4, 5, 6, 7, 8, 9, 10]"
"C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))), C(S(), C(S(), R(C(S(), Z()), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[12, 8, 12, 16, 20, 24, 28, 32, 36, 40]"
"R(Z(), C(S(), C(S(), C(R(C(S(), C(S(), Z())), C(R(C(S(), Z()), P(2, 1)), P(2, 2))), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 4, 3, 2, 3, 2, 3, 2, 3, 2]"
"C(S(), C(S(), C(S(), C(S(), R(C(S(), Z()), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 4, 6, 5, 4, 6, 5, 4, 6, 5]"
"C(R(C(S(), C(S(), C(S(), Z()))), C(R(Z(), C(S(), C(S(), P(2, 2)))), P(2, 1))), R(Z(), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 3, 0, 2, 4, 6, 8, 10, 12, 14]"
"C(S(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), R(C(S(), C(S(), Z())), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 3, 5, 6, 7, 8, 9, 10, 11, 12]"
"C(S(), C(S(), C(S(), C(R(Z(), P(2, 1)), R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 4, 3, 3, 4, 3, 3, 4, 3, 3]"
"C(S(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), R(C(S(), Z()), C(R(Z(), P(2, 1)), P(2, 1))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 2, 2, 4, 5, 6, 7, 8, 9, 10]"
"R(Z(), C(S(), C(S(), C(R(Z(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2))), C(S(), P(2, 2))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 4, 3, 4, 3, 4, 3, 4, 3, 4]"
"C(R(C(S(), C(S(), C(S(), C(S(), Z())))), C(R(C(S(), Z()), P(2, 1)), P(2, 1))), R(Z(), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 4, 1, 0, 1, 2, 3, 4, 5, 6]"
"C(S(), C(S(), C(S(), R(Z(), C(S(), C(R(Z(), C(S(), C(R(Z(), P(2, 1)), P(2, 1)))), P(2, 1)))))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 4, 5, 5, 6, 7, 8, 9, 10, 11]"
"R(Z(), C(R(C(S(), C(S(), C(S(), C(S(), C(S(), Z()))))), C(R(Z(), P(2, 1)), P(2, 2))), P(2, 2)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 5, 0, 5, 0, 5, 0, 5, 0, 5]"
"C(R(Z(), C(S(), C(S(), C(S(), C(R(C(S(), C(S(), Z())), P(2, 1)), P(2, 2)))))), R(Z(), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 5, 7, 9, 11, 13, 15, 17, 19]"
"R(Z(), C(S(), C(S(), C(R(Z(), C(S(), C(S(), C(R(C(S(), Z()), P(2, 1)), P(2, 1))))), P(2, 1)))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 2, 5, 4, 5, 6, 7, 8, 9, 10]"
"C(S(), C(R(Z(), C(S(), C(R(Z(), C(S(), C(S(), P(2, 1)))), P(2, 1)))), R(C(S(), Z()), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 1, 2, 4, 5, 6, 7, 8, 9, 10]"
"R(C(S(), C(S(), C(S(), Z()))), C(R(C(S(), C(S(), Z())), P(2, 1)), C(R(Z(), P(2, 1)), P(2, 2))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 1, 2, 0, 2, 0, 2, 0, 2, 0]"
"C(R(Z(), C(R(C(S(), C(S(), C(S(), C(S(), Z())))), P(2, 1)), P(2, 2))), R(C(S(), Z()), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 0, 4, 3, 2, 1, 0, 4, 3, 2]"
"R(Z(), C(R(C(S(), Z()), C(R(Z(), C(S(), C(S(), C(R(Z(), P(2, 1)), P(2, 1))))), P(2, 1))), P(2, 1)))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 0, 2, 2, 3, 4, 5, 6, 7]"
"R(C(S(), Z()), C(R(Z(), C(S(), C(S(), C(S(), C(S(), P(2, 2)))))), C(R(Z(), P(2, 1)), P(2, 1))))",True,21,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 0, 0, 4, 8, 12, 16, 20, 24, 28]"
