,expr,arity,inputs,outputs,len_expr
1684,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), P(5, 2), P(2, 2), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[1, 5, 8, 1, 6]",85
1689,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), P(5, 2), P(2, 2), C(S(), P(2, 2)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[1, 5, 6, 2, 6]",85
1732,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), P(5, 2), C(S(), P(2, 1)), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[9, 8, 5, 1, 7]",85
1780,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), P(5, 2), C(S(), P(2, 2)), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[2, 6, 5, 1, 7]",85
2341,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), C(S(), P(5, 3)), P(2, 1), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[2, 12, 13, 7, 9]",85
2678,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), C(S(), P(5, 2)), P(2, 1), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[9, 11, 9, 4, 8]",85
2713,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), C(S(), P(5, 2)), P(2, 2), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[2, 9, 11, 3, 8]",85
2716,"R(R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(5, 3), C(S(), P(5, 2)), P(2, 2), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[2, 9, 9, 4, 8]",85
2750,"R(P(2, 1), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[8, 7, 10, 3, 6]",85
2756,"R(P(2, 1), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), C(S(), P(2, 2)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[8, 7, 8, 4, 6]",85
2766,"R(P(2, 1), P(5, 3), C(S(), P(5, 2)), P(2, 2), R(P(2, 1), P(4, 3), P(4, 1), S(), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 11, 11, 3, 10]",85
2965,"R(P(2, 1), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[9, 11, 13, 5, 8]",85
2967,"R(P(2, 1), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 1), S(), S()), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[9, 11, 11, 6, 8]",85
742,"R(C(S(), P(2, 1)), C(S(), P(5, 3)), C(S(), P(5, 2)), C(S(), P(2, 1)), C(S(), P(2, 2)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[14, 19, 18, 12, 14]",86
794,"R(C(S(), P(2, 1)), C(S(), P(5, 3)), C(S(), P(5, 2)), C(S(), P(2, 2)), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 17, 20, 11, 14]",86
688,"R(C(S(), P(2, 1)), P(5, 3), C(S(), P(5, 2)), C(S(), P(2, 1)), R(P(1, 1), P(3, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[13, 15, 13, 5, 12]",87
1122,"R(C(S(), P(2, 1)), C(S(), P(5, 3)), P(5, 2), R(P(1, 1), P(3, 1), S()), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 13, 16, 8, 10]",87
1249,"R(P(2, 1), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(1, 1), P(3, 1), S()), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 16, 19, 10, 11]",87
1257,"R(P(2, 1), C(S(), P(5, 3)), C(S(), P(5, 2)), R(P(1, 1), P(3, 1), S()), C(S(), P(2, 2)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 16, 17, 11, 11]",87
2392,"R(P(2, 1), C(S(), P(5, 3)), C(S(), P(5, 2)), C(S(), P(2, 1)), R(P(1, 1), P(3, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[13, 18, 17, 8, 13]",87
2424,"R(P(2, 1), C(S(), P(5, 3)), C(S(), P(5, 2)), C(S(), P(2, 2)), R(P(1, 1), P(3, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[6, 16, 17, 8, 13]",87
2677,"R(R(P(1, 1), P(3, 1), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), P(2, 2), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 14, 18, 9, 11]",87
2683,"R(R(P(1, 1), P(3, 1), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), P(2, 2), C(S(), P(2, 2)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 14, 16, 10, 11]",87
2710,"R(R(P(1, 1), P(3, 1), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), C(S(), P(2, 1)), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[12, 17, 15, 9, 12]",87
2737,"R(R(P(1, 1), P(3, 1), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), C(S(), P(2, 2)), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 15, 15, 9, 12]",87
802,"R(C(S(), P(2, 1)), P(5, 3), C(S(), P(5, 2)), R(S(), P(3, 2), S()), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 14, 14, 9, 13]",88
1039,"C(R(P(1, 1), P(3, 1), S()), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)), C(S(), Z()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[2, 5, 6, 4, 1]",88
1078,"R(C(S(), P(2, 1)), C(S(), P(5, 3)), P(5, 2), R(S(), P(3, 2), S()), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 14, 15, 10, 13]",88
1347,"R(R(S(), P(3, 2), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), P(2, 1), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[9, 19, 20, 11, 16]",88
1380,"R(R(S(), P(3, 2), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), P(2, 2), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[9, 19, 18, 12, 16]",88
1469,"R(R(S(), P(3, 2), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), R(S(), P(3, 2), S()), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[14, 19, 20, 14, 14]",88
1473,"R(R(S(), P(3, 2), S()), C(S(), P(5, 3)), C(S(), P(5, 2)), R(S(), P(3, 2), S()), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 17, 20, 14, 14]",88
1659,"R(R(P(1, 1), P(2, 1), Z()), C(S(), P(4, 2)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 14, 15, 10, 12]",88
1666,"R(R(P(1, 1), P(2, 1), Z()), C(S(), P(4, 2)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 15, 16, 9, 11]",88
1690,"R(R(S(), P(3, 2), S()), P(5, 3), C(S(), P(5, 2)), C(S(), P(2, 1)), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[8, 15, 17, 9, 14]",88
1739,"R(R(S(), P(3, 2), S()), P(5, 3), C(S(), P(5, 2)), C(S(), P(2, 2)), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[8, 15, 15, 10, 14]",88
1773,"R(R(S(), P(3, 2), S()), P(5, 3), C(S(), P(5, 2)), R(S(), P(3, 2), S()), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[14, 16, 16, 11, 13]",88
1781,"R(R(S(), P(3, 2), S()), P(5, 3), C(S(), P(5, 2)), R(S(), P(3, 2), S()), C(S(), P(2, 2)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 14, 16, 11, 13]",88
1818,"R(R(P(1, 1), P(3, 1), S()), P(5, 3), C(S(), P(5, 2)), P(2, 2), R(P(1, 1), P(3, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[3, 10, 11, 3, 9]",88
1970,"R(R(P(1, 1), P(3, 1), S()), P(5, 3), C(S(), P(5, 2)), R(P(1, 1), P(3, 1), S()), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[9, 11, 10, 5, 8]",88
2952,"R(P(2, 1), P(5, 3), C(S(), P(5, 2)), R(P(1, 1), P(3, 1), S()), R(P(1, 1), P(3, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[10, 12, 12, 4, 9]",88
21,"R(C(S(), P(2, 1)), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 9, 10, 3, 9]",89
22,"R(C(S(), P(2, 1)), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 9, 8, 4, 9]",89
197,"R(P(2, 1), P(5, 3), P(5, 2), C(S(), P(2, 1)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 10, 7, 4, 9]",89
200,"R(P(2, 1), P(5, 3), P(5, 2), C(S(), P(2, 1)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 10, 8, 3, 9]",89
237,"R(P(2, 1), P(5, 3), P(5, 2), C(S(), P(2, 2)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 8, 7, 4, 9]",89
241,"R(P(2, 1), P(5, 3), P(5, 2), C(S(), P(2, 2)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 8, 8, 3, 9]",89
343,"R(P(2, 1), C(S(), P(5, 3)), P(5, 2), P(2, 1), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 13, 12, 8, 10]",89
346,"R(P(2, 1), C(S(), P(5, 3)), P(5, 2), P(2, 1), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 13, 13, 7, 10]",89
376,"R(P(2, 1), C(S(), P(5, 3)), P(5, 2), P(2, 2), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 11, 12, 8, 10]",89
380,"R(P(2, 1), C(S(), P(5, 3)), P(5, 2), P(2, 2), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 11, 13, 7, 10]",89
417,"R(C(S(), P(2, 1)), P(5, 3), P(5, 2), P(2, 1), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 10, 8, 5, 9]",89
423,"R(C(S(), P(2, 1)), P(5, 3), P(5, 2), P(2, 1), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 10, 9, 4, 9]",89
456,"R(C(S(), P(2, 1)), P(5, 3), P(5, 2), P(2, 2), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 8, 8, 5, 9]",89
459,"R(C(S(), P(2, 1)), P(5, 3), P(5, 2), P(2, 2), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 8, 9, 4, 9]",89
645,"R(C(S(), P(2, 1)), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 8, 10, 3, 10]",89
676,"R(R(S(), P(3, 2), S()), P(5, 3), P(5, 2), R(P(1, 1), P(3, 1), S()), R(S(), P(3, 2), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[7, 11, 10, 3, 12]",89
1166,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), P(5, 3)), P(5, 2), P(2, 2), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 14, 11, 6, 10]",89
1176,"R(P(2, 1), P(5, 3), C(S(), P(5, 2)), P(2, 1), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 13, 11, 7, 10]",89
1180,"R(P(2, 1), P(5, 3), C(S(), P(5, 2)), P(2, 1), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 13, 12, 6, 10]",89
1343,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), P(5, 3), P(2, 1), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 9, 10, 2, 9]",89
1378,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), P(5, 3), P(2, 2), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[10, 9, 10, 3, 9]",89
1382,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), P(5, 3), P(2, 2), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[3, 7, 8, 4, 9]",89
1576,"R(R(S(), P(3, 2), S()), P(5, 3), P(5, 2), R(S(), P(3, 2), S()), R(P(1, 1), P(3, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 10, 11, 7, 9]",89
1644,"C(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), R(P(2, 1), P(5, 3), P(5, 1), P(2, 1), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[0, 4, 5, 3, 0]",89
1646,"C(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), R(P(2, 1), P(5, 3), P(5, 2), P(2, 1), P(2, 2)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[8, 7, 5, 1, 6]",89
1651,"C(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), R(P(2, 1), P(5, 3), P(5, 2), P(2, 2), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[1, 5, 7, 0, 6]",89
1782,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), P(5, 2), P(2, 2), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 14, 16, 10, 12]",89
1887,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 2), C(S(), P(5, 3)), P(2, 1), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[13, 17, 18, 10, 13]",89
1935,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 2), C(S(), P(5, 3)), P(2, 2), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[12, 17, 18, 9, 13]",89
1941,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 2), C(S(), P(5, 3)), P(2, 2), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 15, 16, 10, 13]",89
2007,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(5, 3), P(5, 2), C(S(), P(2, 1)), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 9, 11, 3, 9]",89
2013,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(5, 3), P(5, 2), C(S(), P(2, 1)), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 7, 11, 4, 9]",89
2018,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 3), C(S(), P(5, 3)), P(2, 1), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[12, 18, 18, 10, 12]",89
2023,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 3), C(S(), P(5, 3)), P(2, 1), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[6, 16, 16, 10, 12]",89
2055,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(5, 3), P(5, 2), C(S(), P(2, 2)), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[10, 9, 9, 4, 9]",89
2246,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 3), P(5, 2), P(2, 1), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[12, 10, 10, 2, 10]",89
2291,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 3), P(5, 2), P(2, 2), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 10, 8, 3, 10]",89
2327,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 3), P(5, 2), C(S(), P(2, 1)), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[10, 10, 10, 4, 8]",89
2364,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 3), P(5, 2), C(S(), P(2, 2)), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 10, 8, 5, 8]",89
2592,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), P(5, 1), P(2, 1), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[2, 7, 9, 6, 4]",89
2615,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 2)), P(5, 1), P(2, 2), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[1, 7, 9, 7, 4]",89
2646,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(5, 3)), P(5, 2), P(2, 1), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 11, 14, 5, 11]",89
2769,"R(P(2, 1), P(5, 3), C(S(), P(5, 2)), P(2, 2), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 11, 11, 7, 10]",89
2775,"R(P(2, 1), P(5, 3), C(S(), P(5, 2)), P(2, 2), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 11, 12, 6, 10]",89
2784,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 3), C(S(), P(5, 2)), P(2, 1), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 13, 14, 6, 11]",89
2788,"R(P(2, 1), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 7, 10, 3, 9]",89
2791,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 3), C(S(), P(5, 2)), P(2, 1), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 11, 14, 7, 11]",89
2795,"R(P(2, 1), P(5, 3), P(5, 2), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), C(S(), P(2, 2)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 7, 8, 4, 9]",89
2846,"R(R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(5, 3), C(S(), P(5, 2)), P(2, 2), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[12, 13, 12, 7, 11]",89
2996,"R(P(2, 1), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 11, 13, 5, 11]",89
3000,"R(P(2, 1), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), S(), P(1, 1)), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 11, 11, 6, 11]",89
3036,"R(P(2, 1), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 12, 13, 5, 10]",89
3038,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), C(S(), P(5, 2)), P(5, 2), P(2, 2), P(2, 1))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 15, 15, 9, 11]",89
3040,"R(P(2, 1), P(5, 3), C(S(), P(5, 2)), R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(2, 2))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[4, 12, 11, 6, 10]",89
3070,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(5, 3), P(5, 2), P(2, 1), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[11, 11, 9, 3, 9]",89
3092,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(5, 3), P(5, 2), P(2, 2), C(S(), P(2, 1)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[12, 11, 7, 4, 9]",89
3095,"R(R(P(2, 1), P(4, 3), P(4, 2), P(1, 1), S()), P(5, 3), P(5, 2), P(2, 2), C(S(), P(2, 2)))",3,"[[2, 10, 3], [8, 9, 7], [9, 9, 7], [7, 2, 3], [4, 8, 8]]","[5, 9, 7, 3, 9]",89
