,expr,inputs,outputs,len,arity
5112,"R(C(R(S(), R(S(), P(3, 2), S()), Z()), R(S(), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z()))), C(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(P(1, 1), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(S(), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(25, 29, 21, 37, 29, 53, 45, 85, 77, 149)",383,1.0
5113,"R(C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), R(R(P(1, 1), P(2, 1), Z()), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z()))), C(C(C(S(), S()), R(S(), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 2)))), C(S(), C(C(S(), S()), C(S(), Z()))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 18, 34, 60, 92, 144, 208, 312, 440, 648)",384,1.0
5114,"R(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), R(S(), P(3, 2), S()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), P(3, 1))), C(C(R(S(), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(16, 15, 10, 12, 14, 16, 18, 20, 22, 24)",384,1.0
5115,"R(C(R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(S(), S())), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), P(4, 4), P(4, 4), P(4, 2), C(S(), C(S(), Z())), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(9, 7, 3, 7, 3, 7, 3, 7, 3, 7)",384,1.0
5116,"R(R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z()))), C(C(C(S(), S()), R(S(), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(S(), C(C(S(), S()), C(S(), P(3, 3)))), C(S(), C(C(S(), S()), C(S(), Z()))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(37, 41, 49, 57, 65, 73, 81, 89, 97, 105)",384,1.0
5117,"C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), P(3, 3)), R(C(S(), S()), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(C(S(), S()), C(S(), Z()))), R(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(S(), R(S(), P(3, 2), S())), Z()), R(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 4, 2, 2, 2, 2, 4, 6, 8, 10)",384,1.0
5118,"R(C(C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z()))), R(R(S(), R(S(), P(3, 2), S()), Z()), R(S(), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), Z()))), R(S(), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(S(), C(S(), S()))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(17, 21, 33, 41, 45, 45, 41, 33, 21, 21)",384,1.0
5119,"C(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(3, 1)))), R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(S(), C(S(), Z()))), R(C(C(S(), S()), C(S(), S())), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(C(S(), S()), C(S(), Z()))), R(R(S(), P(2, 1), C(S(), Z())), R(S(), C(S(), P(3, 2)), C(S(), S())), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(14, 16, 12, 12, 14, 16, 18, 20, 22, 24)",384,1.0
5120,"R(C(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), P(4, 2), P(4, 3), C(C(S(), P(3, 3)), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), P(4, 2), C(S(), C(S(), Z()))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(S(), Z())), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(13, 3, 3, 3, 3, 3, 3, 3, 3, 3)",384,1.0
5121,"C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), P(3, 2))), R(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(S(), C(S(), Z()))), R(C(S(), S()), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), Z()), R(R(S(), R(S(), P(3, 2), S()), Z()), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S())), C(S(), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(8, 10, 10, 10, 12, 14, 16, 18, 20, 22)",384,1.0
5122,"R(R(R(S(), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(3, 2))), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z()))), C(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), Z(), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(13, 95, 43, 7, 7, 7, 7, 7, 7, 7)",384,1.0
5123,"C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), R(R(S(), R(S(), P(3, 2), S()), Z()), R(C(S(), S()), C(S(), P(3, 2)), C(S(), S())), C(C(S(), S()), C(S(), Z()))), R(R(S(), P(2, 1), C(S(), Z())), R(S(), C(S(), P(3, 2)), S()), Z()), R(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 4, 10, 18, 28, 40, 54, 70, 88, 108)",384,1.0
5124,"R(C(R(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), R(S(), C(S(), P(3, 2)), P(1, 1)), Z()), C(R(S(), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(3, 1))))), P(4, 4), P(4, 4), P(4, 3), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(187, 273, 150, 273, 150, 273, 150, 273, 150, 273)",385,1.0
5125,"R(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(C(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), P(4, 2), P(4, 3), Z()), P(4, 3), C(C(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), P(4, 2), P(4, 3), Z()), C(S(), Z()), C(S(), C(C(S(), S()), C(S(), Z()))), C(S(), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(8, 2, 2, 2, 2, 2, 2, 2, 2, 2)",385,1.0
5126,"R(R(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())), C(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), C(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(S(), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 59, 3, 1, 3, 15, 27, 39, 51, 63)",385,1.0
5127,"R(C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), R(S(), P(3, 2), S()))), C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), P(3, 1))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(17, 11, 13, 15, 17, 19, 21, 23, 25, 27)",385,1.0
5128,"R(R(R(S(), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z()))), C(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), C(S(), P(3, 2)))), C(C(S(), S()), C(S(), Z())), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(29, 55, 31, 31, 31, 29, 35, 41, 47, 53)",385,1.0
5129,"R(C(R(P(1, 1), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), P(4, 1), C(C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), P(3, 3)))), P(4, 1), P(4, 1), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z())))), P(4, 3), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(S(), Z()), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 48, 48, 48, 48, 48, 48, 48, 48, 48)",385,1.0
5130,"R(R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), P(3, 2), R(P(1, 1), R(S(), P(3, 2), S()), Z())), C(C(R(S(), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(C(R(S(), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(26, 18, 10, 6, 6, 6, 6, 6, 6, 6)",385,1.0
5131,"R(R(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(S(), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z())), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), P(3, 1)))), C(R(S(), P(2, 1), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(21, 15, 15, 15, 17, 19, 21, 23, 25, 27)",385,1.0
5132,"R(R(S(), C(C(S(), S()), C(S(), P(3, 2))), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z()))), C(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(S(), C(C(S(), S()), C(S(), P(3, 1)))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(47, 54, 32, 40, 48, 56, 64, 72, 80, 88)",385,1.0
5133,"R(C(R(S(), R(S(), P(3, 2), S()), Z()), R(S(), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z()))), C(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(25, 9, 7, 7, 7, 7, 7, 7, 7, 7)",385,1.0
5134,"R(R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())), C(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), P(3, 3)))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(28, 40, 68, 96, 124, 154, 184, 214, 244, 274)",385,1.0
5135,"C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), P(3, 2))), R(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), R(S(), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), Z()), R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(S(), C(S(), P(3, 2)), C(S(), S())), C(S(), Z())), R(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), Z()), R(P(1, 1), P(3, 1), S()), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(12, 24, 40, 60, 84, 112, 144, 180, 220, 264)",385,1.0
5136,"R(R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), P(3, 2), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z()))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), P(3, 1)))), C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(C(S(), S()), C(S(), Z())), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(44, 8, 16, 20, 24, 28, 32, 36, 40, 44)",385,1.0
5137,"R(C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), P(4, 2), P(4, 4), C(C(R(P(1, 1), P(2, 1), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), Z(), P(4, 2), P(4, 4)), C(C(S(), S()), C(C(S(), S()), C(S(), Z()))), C(S(), C(C(S(), S()), C(S(), Z()))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 5, 3, 1, 0, 0, 0, 0, 0, 0)",386,1.0
5138,"R(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), P(3, 3)), P(4, 3), C(C(R(R(S(), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(S(), C(C(S(), S()), C(S(), Z()))), P(4, 3), C(C(S(), S()), C(S(), Z()))), P(4, 1), C(S(), C(C(S(), S()), C(S(), Z()))), C(S(), C(S(), Z())), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(20, 2, 4, 6, 8, 10, 12, 14, 16, 18)",386,1.0
5139,"C(C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(C(S(), C(S(), S())), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z()))), R(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), R(P(1, 1), P(3, 1), S()), C(S(), C(S(), Z()))), R(R(S(), P(2, 1), Z()), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 3, 3, 3, 3, 3, 4, 2, 3, 4)",386,1.0
5140,"R(R(C(C(S(), S()), C(S(), S())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z()))), C(R(S(), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2))), C(S(), Z()), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(9, 4, 4, 7, 4, 4, 7, 4, 4, 7)",386,1.0
5141,"R(R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), P(3, 2)), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z()))), C(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(P(1, 1), P(2, 1), Z()), P(3, 1)), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(S(), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(49, 27, 9, 13, 17, 23, 31, 39, 47, 55)",386,1.0
5142,"R(R(R(S(), R(S(), P(3, 2), S()), Z()), C(S(), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())), C(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), C(S(), C(C(S(), S()), C(S(), P(3, 3)))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(C(C(S(), S()), C(S(), S())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(43, 43, 59, 77, 97, 117, 137, 157, 177, 197)",386,1.0
5143,"R(R(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), C(S(), P(3, 2))), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())), C(R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(S(), C(C(S(), S()), C(S(), P(3, 3)))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(S(), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(52, 52, 100, 148, 196, 244, 292, 340, 388, 436)",386,1.0
5144,"R(C(S(), C(C(S(), S()), C(S(), P(3, 3)))), P(4, 2), P(4, 3), C(R(C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())), P(4, 1), C(S(), C(S(), Z()))), C(C(S(), S()), C(S(), Z())), C(S(), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(12, 5, 4, 4, 4, 4, 4, 4, 4, 4)",386,1.0
5145,"C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), C(S(), P(3, 3)))), R(R(S(), R(S(), P(3, 2), S()), Z()), C(C(S(), S()), C(S(), P(2, 1))), C(S(), Z())), R(R(S(), P(2, 1), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(C(S(), S()), C(S(), Z()))), R(R(P(1, 1), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(8, 8, 6, 6, 8, 6, 8, 10, 12, 14)",387,1.0
5146,"R(R(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(C(R(S(), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 3))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 3, 3, 2, 3, 3, 3, 3, 3, 3)",387,1.0
5147,"C(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), C(S(), P(3, 2)))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(S(), R(S(), P(3, 2), S()), Z())), R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(R(S(), P(2, 1), Z()), R(P(1, 1), P(3, 1), S())), C(C(S(), S()), C(S(), Z()))), R(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(S(), P(2, 1)), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(24, 28, 16, 16, 20, 24, 28, 32, 36, 40)",387,1.0
5148,"R(C(R(C(S(), S()), C(C(S(), S()), C(S(), P(3, 2))), R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z()))), R(P(1, 1), R(P(1, 1), C(S(), P(3, 2)), R(P(1, 1), P(2, 1), Z())), C(S(), C(S(), Z()))), R(C(C(S(), S()), C(S(), S())), C(R(P(1, 1), P(2, 1), Z()), P(2, 2)), C(S(), C(S(), Z())))), R(C(C(S(), S()), C(S(), S())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), S()), C(C(S(), S()), C(S(), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(19, 79, 181, 289, 376, 424, 424, 376, 289, 181)",387,1.0
5149,"R(R(C(S(), R(S(), P(2, 1), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 2)), R(R(P(1, 1), P(2, 1), Z()), R(S(), P(3, 2), S()), Z())), C(R(P(1, 1), P(2, 1), Z()), P(3, 1)), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), P(3, 2)), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(R(C(S(), S()), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(9, 40, 4, 3, 6, 9, 12, 15, 18, 21)",387,1.0
5150,"R(C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), R(S(), P(3, 2), S())), C(R(C(S(), S()), R(P(1, 1), P(3, 1), S()), C(S(), Z())), P(3, 3)), C(R(R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(3, 1), S()), Z()), C(R(P(1, 1), P(2, 1), Z()), P(3, 1))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))), C(R(S(), R(S(), P(3, 2), S()), C(S(), Z())), C(C(S(), S()), C(S(), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(22, 6, 6, 6, 6, 6, 8, 10, 12, 14)",387,1.0
