,expr,inputs,outputs,len,arity
663,"R(C(C(C(S(), P(2, 1)), C(S(), P(2, 1)), Z()), C(C(C(S(), P(2, 1)), C(S(), P(2, 1)), Z()), P(3, 3), P(3, 3)), C(C(C(S(), P(2, 1)), C(S(), P(2, 1)), Z()), P(3, 3), P(3, 3))), C(S(), P(4, 4)), C(C(C(C(S(), P(2, 1)), C(S(), P(2, 1)), Z()), P(3, 3), P(3, 3)), C(R(P(3, 2), P(4, 4), P(4, 1), P(4, 1), Z(), Z(), Z()), P(4, 3)), P(4, 1), P(4, 4)), P(4, 3), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 4, 6, 6, 8, 8, 10, 10, 12, 12)",363,1.0
664,"R(P(3, 2), C(P(3, 2), C(S(), P(4, 1)), Z(), P(4, 1)), P(4, 4), C(C(R(S(), P(2, 1), Z()), R(C(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), P(2, 2)), P(3, 3), P(3, 1), Z(), Z())), P(4, 1)), Z(), C(R(C(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), P(2, 2)), P(3, 3), P(3, 1), Z(), Z()), Z()), C(R(C(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), P(2, 2)), P(3, 3), P(3, 1), Z(), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 1, 1, 1, 1, 1, 2, 3, 4)",369,1.0
665,"R(C(C(C(S(), P(3, 2)), P(3, 3), P(3, 1), P(3, 1)), C(S(), P(3, 2)), C(S(), P(3, 2)), P(3, 1)), P(4, 2), P(4, 4), P(4, 2), C(C(C(C(S(), P(3, 2)), P(3, 3), P(3, 1), P(3, 1)), S(), R(P(3, 1), P(4, 1), P(4, 3), P(4, 4), Z(), Z(), Z()), S()), Z()), C(C(C(C(S(), P(3, 2)), P(3, 3), P(3, 1), P(3, 1)), S(), R(P(3, 1), P(4, 1), P(4, 3), P(4, 4), Z(), Z(), Z()), S()), Z()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 2, 4, 4, 4, 4, 4, 4, 4, 4)",370,1.0
666,"R(C(C(S(), P(2, 1)), P(2, 2), P(2, 1)), P(3, 1), C(R(P(2, 1), C(R(P(1, 1), P(2, 1), Z()), P(3, 3)), P(3, 2), Z(), C(R(C(C(S(), P(2, 1)), C(S(), P(2, 1)), C(S(), P(2, 1))), C(R(P(1, 1), P(2, 1), Z()), P(3, 3)), P(3, 3), Z(), Z()), Z())), P(3, 2)), C(R(C(C(S(), P(2, 1)), C(S(), P(2, 1)), C(S(), P(2, 1))), C(R(P(1, 1), P(2, 1), Z()), P(3, 3)), P(3, 3), Z(), Z()), Z()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 1, 2, 1, 1, 1, 1, 1, 1)",373,1.0
667,"R(R(P(2, 1), P(3, 1), P(3, 2), Z(), Z()), C(C(S(), C(C(C(S(), P(2, 1)), C(S(), P(2, 1)), P(2, 1)), C(C(S(), P(2, 1)), C(S(), P(2, 1)), P(2, 1)), P(2, 1))), C(C(C(S(), P(2, 1)), C(S(), P(2, 1)), P(2, 1)), C(C(S(), P(2, 1)), C(S(), P(2, 1)), P(2, 1)), P(2, 1)), C(S(), C(C(C(S(), P(2, 1)), C(S(), P(2, 1)), P(2, 1)), C(C(S(), P(2, 1)), C(S(), P(2, 1)), P(2, 1)), P(2, 1)))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 8, 9, 10, 11, 12, 13, 14, 15, 16)",377,1.0
668,"C(R(P(3, 3), P(4, 4), C(P(2, 1), Z(), P(4, 3)), C(R(P(3, 1), P(4, 1), P(4, 4), P(4, 1), Z(), Z(), Z()), P(4, 3)), Z(), C(S(), Z()), C(S(), Z())), R(C(R(P(3, 3), C(P(2, 1), Z(), P(4, 3)), P(4, 1), P(4, 3), Z(), Z(), Z()), P(3, 3)), P(4, 3), P(4, 3), C(C(R(P(3, 3), C(P(2, 1), Z(), P(4, 3)), P(4, 1), P(4, 3), Z(), Z(), Z()), P(3, 3)), P(4, 4), P(4, 2), P(4, 1)), Z(), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 1, 1, 1, 1, 0, 0, 0, 0)",377,1.0
669,"R(C(S(), P(2, 2)), C(C(C(C(S(), P(2, 2)), C(P(3, 3), P(3, 1), P(3, 2), Z()), P(3, 2)), P(2, 2), C(S(), P(2, 2)), P(2, 1)), C(P(3, 3), P(3, 1), P(3, 2), Z()), C(P(3, 3), P(3, 1), P(3, 2), Z())), C(C(C(C(S(), P(2, 2)), C(P(3, 3), P(3, 1), P(3, 2), Z()), P(3, 2)), P(2, 2), C(S(), P(2, 2)), P(2, 1)), C(P(3, 3), P(3, 1), P(3, 2), Z()), C(P(3, 3), P(3, 1), P(3, 2), Z())), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 3, 3, 3, 3, 3, 3, 3, 3, 3)",378,1.0
670,"C(C(C(C(S(), P(2, 1)), C(S(), P(2, 1)), C(S(), P(2, 1))), C(C(S(), P(2, 1)), C(S(), P(2, 1)), C(S(), P(2, 1))), Z()), R(R(C(S(), C(C(C(S(), P(2, 1)), C(S(), P(2, 1)), C(S(), P(2, 1))), C(C(S(), P(2, 1)), C(S(), P(2, 1)), C(S(), P(2, 1))), Z())), P(3, 3), P(3, 1), Z(), Z()), C(C(S(), P(2, 1)), C(S(), P(2, 1)), C(S(), P(2, 1))), Z()), R(C(S(), P(2, 1)), P(3, 2), P(3, 1), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(9, 9, 10, 11, 12, 13, 14, 15, 16, 17)",382,1.0
671,"R(P(3, 2), C(R(R(R(P(1, 1), P(2, 1), Z()), P(2, 1), Z()), P(2, 1), Z()), P(4, 1)), C(R(P(1, 1), C(S(), C(R(P(2, 2), P(3, 2), P(3, 3), Z(), Z()), P(2, 2))), Z()), C(R(R(R(P(1, 1), P(2, 1), Z()), P(2, 1), Z()), P(2, 1), Z()), P(4, 1))), C(R(R(R(P(1, 1), P(2, 1), Z()), P(2, 1), Z()), P(2, 1), Z()), C(R(R(R(P(1, 1), P(2, 1), Z()), P(2, 1), Z()), P(2, 1), Z()), P(4, 1))), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 0, 0, 0, 1, 1, 1, 1, 1)",384,1.0
672,"R(R(C(R(P(2, 1), P(3, 1), P(3, 2), C(R(S(), P(2, 1), Z()), Z()), C(P(2, 1), C(R(S(), P(2, 1), Z()), Z()), Z())), P(2, 1)), P(3, 1), P(3, 1), C(R(S(), P(2, 1), Z()), Z()), C(P(2, 1), C(R(S(), P(2, 1), Z()), Z()), Z())), C(R(P(2, 1), P(3, 1), P(3, 2), C(R(S(), P(2, 1), Z()), Z()), C(P(2, 1), C(R(S(), P(2, 1), Z()), Z()), Z())), P(2, 1)), C(P(2, 1), C(R(S(), P(2, 1), Z()), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 0, 1, 0, 1, 2, 3, 4, 5)",384,1.0
673,"R(R(S(), C(C(S(), P(2, 2)), C(C(P(3, 2), P(3, 3), Z(), P(3, 1)), P(2, 2), Z(), P(2, 2)), C(S(), P(2, 2))), C(S(), C(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), Z()))), C(C(S(), P(2, 2)), C(C(S(), P(2, 2)), C(C(P(3, 2), P(3, 3), Z(), P(3, 1)), P(2, 2), Z(), P(2, 2)), C(S(), P(2, 2))), C(C(S(), P(2, 2)), C(C(P(3, 2), P(3, 3), Z(), P(3, 1)), P(2, 2), Z(), P(2, 2)), C(S(), P(2, 2)))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 8, 14, 20, 26, 32, 38, 44, 50, 56)",384,1.0
674,"R(P(3, 2), P(4, 4), P(4, 4), C(P(3, 3), P(4, 1), P(4, 1), C(S(), C(C(S(), P(3, 3)), C(P(1, 1), Z()), Z(), C(P(1, 1), Z())))), C(P(3, 2), Z(), C(P(1, 1), Z()), C(S(), C(C(S(), P(3, 3)), C(P(1, 1), Z()), Z(), C(P(1, 1), Z())))), C(C(S(), P(3, 3)), C(P(1, 1), Z()), Z(), C(P(1, 1), Z())), C(P(3, 2), Z(), C(P(1, 1), Z()), C(S(), C(C(S(), P(3, 3)), C(P(1, 1), Z()), Z(), C(P(1, 1), Z())))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 0, 2, 2, 2, 2, 2, 2, 2, 2)",386,1.0
675,"R(P(3, 1), C(C(P(2, 1), Z(), P(3, 2)), P(4, 4), Z(), P(4, 4)), P(4, 3), C(C(P(2, 2), C(C(S(), S()), P(2, 2)), C(C(C(C(S(), S()), P(2, 2)), R(S(), P(2, 1), Z()), C(S(), S())), Z())), P(4, 1), C(C(P(2, 1), Z(), P(3, 2)), P(4, 4), Z(), P(4, 4))), C(C(C(C(S(), S()), P(2, 2)), R(S(), P(2, 1), Z()), C(S(), S())), Z()), C(C(C(C(S(), S()), P(2, 2)), R(S(), P(2, 1), Z()), C(S(), S())), Z()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(4, 0, 0, 0, 0, 0, 0, 0, 0, 0)",390,1.0
676,"R(P(2, 1), P(3, 3), C(R(R(C(S(), R(P(1, 1), P(2, 1), Z())), P(2, 1), Z()), P(2, 1), Z()), P(3, 1)), C(C(R(R(C(S(), R(P(1, 1), P(2, 1), Z())), P(2, 1), Z()), P(2, 1), Z()), P(3, 1)), C(P(2, 1), Z(), C(R(P(3, 2), P(4, 4), P(4, 2), P(4, 2), Z(), Z(), Z()), Z())), C(R(P(3, 2), P(4, 4), P(4, 2), P(4, 2), Z(), Z(), Z()), Z()), C(R(P(3, 2), P(4, 4), P(4, 2), P(4, 2), Z(), Z(), Z()), Z())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 0, 1, 1, 1, 1, 2, 3, 4, 5)",390,1.0
677,"C(C(C(S(), P(2, 1)), C(S(), P(3, 3)), P(3, 3)), Z(), R(R(C(C(S(), P(2, 1)), C(S(), P(3, 3)), P(3, 3)), C(C(S(), P(2, 1)), P(4, 1), P(4, 3)), P(4, 4), P(4, 1), Z(), Z(), Z()), P(2, 2), Z()), R(C(R(P(2, 1), P(3, 3), C(C(S(), P(2, 1)), C(S(), P(3, 3)), P(3, 3)), Z(), Z()), C(S(), P(2, 1))), C(C(S(), P(2, 1)), C(S(), P(3, 3)), P(3, 3)), C(C(S(), P(2, 1)), C(S(), P(3, 3)), P(3, 3)), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 6, 10, 14, 18, 22, 26, 30, 34, 38)",391,1.0
678,"C(R(P(2, 2), P(3, 3), C(R(S(), C(S(), C(P(2, 2), P(2, 2), Z())), C(R(R(P(2, 2), P(3, 3), P(3, 1), Z(), Z()), P(2, 1), Z()), Z())), P(3, 3)), C(R(R(P(2, 2), P(3, 3), P(3, 1), Z(), Z()), P(2, 1), Z()), Z()), Z()), R(P(3, 3), P(4, 4), C(S(), P(4, 2)), P(4, 3), C(R(R(P(2, 2), P(3, 3), P(3, 1), Z(), Z()), P(2, 1), Z()), Z()), C(R(R(P(2, 2), P(3, 3), P(3, 1), Z(), Z()), P(2, 1), Z()), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 1, 1, 1, 2, 2, 2, 2, 2)",393,1.0
679,"R(R(R(R(C(S(), P(2, 1)), C(S(), C(C(P(2, 1), Z(), P(2, 1)), P(3, 1), P(3, 2))), C(R(P(3, 3), P(4, 1), P(4, 4), P(4, 2), Z(), Z(), Z()), P(3, 2)), Z(), Z()), C(R(P(3, 3), P(4, 1), P(4, 4), P(4, 2), Z(), Z(), Z()), C(S(), P(2, 1))), Z()), C(R(P(3, 3), P(4, 1), P(4, 4), P(4, 2), Z(), Z(), Z()), C(S(), P(2, 1))), Z()), C(R(P(3, 3), P(4, 1), P(4, 4), P(4, 2), Z(), Z(), Z()), C(S(), P(2, 1))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 1, 1, 1, 1, 1, 2, 2, 2)",395,1.0
680,"C(R(P(3, 2), P(4, 1), P(4, 4), P(4, 2), C(R(S(), P(2, 1), Z()), C(R(P(3, 2), C(R(S(), P(2, 2), Z()), P(4, 4)), C(R(S(), P(2, 2), Z()), P(4, 4)), P(4, 1), Z(), Z(), Z()), Z())), Z(), C(R(S(), P(2, 1), Z()), C(R(P(3, 2), C(R(S(), P(2, 2), Z()), P(4, 4)), C(R(S(), P(2, 2), Z()), P(4, 4)), P(4, 1), Z(), Z(), Z()), Z()))), R(P(3, 2), P(4, 1), P(4, 2), C(R(S(), P(2, 2), Z()), P(4, 4)), Z(), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 0, 1, 1, 0, 1, 2, 3, 4)",398,1.0
681,"R(R(P(3, 1), P(4, 4), P(4, 2), P(4, 3), C(C(C(C(S(), P(2, 2)), P(3, 3), P(3, 2)), R(P(1, 1), P(2, 1), Z()), R(P(3, 3), P(4, 4), P(4, 1), P(4, 4), Z(), Z(), Z()), R(P(1, 1), P(2, 1), Z())), Z()), Z(), Z()), C(R(P(1, 1), P(2, 1), Z()), P(2, 1)), C(C(C(C(S(), P(2, 2)), P(3, 3), P(3, 2)), R(P(1, 1), P(2, 1), Z()), R(P(3, 3), P(4, 4), P(4, 1), P(4, 4), Z(), Z(), Z()), R(P(1, 1), P(2, 1), Z())), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 1, 0, 0, 1, 0, 0, 1, 0)",398,1.0
682,"R(R(P(3, 2), C(R(R(R(P(1, 1), P(2, 1), Z()), P(2, 1), Z()), P(2, 1), Z()), P(4, 1)), C(R(P(1, 1), C(S(), C(R(P(2, 2), P(3, 2), P(3, 3), Z(), Z()), P(2, 2))), Z()), C(R(R(R(P(1, 1), P(2, 1), Z()), P(2, 1), Z()), P(2, 1), Z()), P(4, 1))), C(R(R(R(P(1, 1), P(2, 1), Z()), P(2, 1), Z()), P(2, 1), Z()), C(R(R(R(P(1, 1), P(2, 1), Z()), P(2, 1), Z()), P(2, 1), Z()), P(4, 1))), Z(), Z(), Z()), P(2, 1), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 0, 0, 0, 0, 1, 1, 1, 1)",401,1.0
683,"C(R(C(S(), C(R(P(3, 2), P(4, 3), C(S(), C(S(), P(4, 2))), C(S(), C(S(), P(4, 2))), Z(), C(P(1, 1), Z()), C(P(1, 1), Z())), P(3, 1))), C(S(), P(4, 2)), P(4, 2), P(4, 3), Z(), Z(), Z()), C(R(P(2, 2), P(3, 1), P(3, 2), Z(), Z()), R(P(2, 2), C(R(P(3, 2), P(4, 3), C(S(), C(S(), P(4, 2))), C(S(), C(S(), P(4, 2))), Z(), C(P(1, 1), Z()), C(P(1, 1), Z())), P(3, 1)), P(3, 2), C(P(1, 1), Z()), C(P(1, 1), Z()))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 1, 1, 1, 1, 3, 3, 5, 5, 7)",404,1.0
684,"R(R(P(3, 3), P(4, 1), P(4, 1), P(4, 2), C(P(2, 2), C(P(2, 1), Z(), Z()), Z()), C(P(2, 1), Z(), Z()), C(C(S(), S()), C(P(2, 1), Z(), Z()))), C(C(R(P(2, 2), C(C(P(3, 3), R(P(1, 1), P(2, 1), Z()), R(P(1, 1), P(2, 1), Z()), Z()), P(3, 2)), P(3, 1), Z(), C(C(S(), S()), C(P(2, 1), Z(), Z()))), P(3, 1)), P(2, 1), C(C(S(), S()), C(P(2, 1), Z(), Z())), C(C(S(), S()), C(P(2, 1), Z(), Z()))), C(P(2, 1), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 0, 2, 0, 0, 1, 2, 3, 4, 5)",406,1.0
685,"R(R(P(3, 1), C(R(P(2, 2), P(3, 2), P(3, 1), Z(), C(S(), Z())), P(4, 4)), P(4, 2), C(R(P(2, 2), P(3, 2), P(3, 1), Z(), C(S(), Z())), P(4, 4)), C(S(), C(P(2, 2), C(P(2, 1), C(S(), Z()), C(S(), Z())), C(S(), Z()))), C(P(2, 2), C(P(2, 1), C(S(), Z()), C(S(), Z())), C(S(), Z())), C(S(), Z())), P(2, 1), C(R(P(2, 2), P(3, 2), P(3, 1), Z(), C(S(), Z())), C(R(S(), P(2, 2), Z()), C(P(2, 1), C(S(), Z()), C(S(), Z())))))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 0, 1, 0, 1, 0, 1, 0, 1)",412,1.0
686,"R(C(C(S(), P(2, 2)), C(C(C(S(), P(2, 2)), P(2, 2), Z()), P(3, 1), P(3, 3)), C(C(S(), P(2, 2)), P(3, 1), P(3, 1))), P(4, 3), C(C(C(C(S(), P(2, 2)), C(C(C(S(), P(2, 2)), P(2, 2), Z()), P(3, 1), P(3, 3)), C(C(S(), P(2, 2)), P(3, 1), P(3, 1))), C(C(S(), P(2, 2)), P(2, 2), Z()), P(2, 1), C(S(), P(2, 2))), P(4, 4), C(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), P(4, 3))), C(R(P(1, 1), P(2, 2), Z()), P(4, 3)), Z(), Z(), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 2, 5, 5, 5, 5, 5, 5, 5, 5)",416,1.0
687,"R(P(3, 1), C(R(P(3, 1), C(S(), P(4, 4)), P(4, 2), P(4, 2), Z(), C(R(S(), C(P(3, 3), Z(), P(2, 1), Z()), Z()), Z()), C(R(S(), C(P(3, 3), Z(), P(2, 1), Z()), Z()), Z())), P(4, 1)), P(4, 2), P(4, 4), Z(), C(R(P(3, 3), P(4, 1), C(S(), P(4, 4)), P(4, 3), C(R(S(), C(P(3, 3), Z(), P(2, 1), Z()), Z()), Z()), C(R(S(), C(P(3, 3), Z(), P(2, 1), Z()), Z()), Z()), Z()), C(R(S(), C(P(3, 3), Z(), P(2, 1), Z()), Z()), Z())), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 2, 1, 3, 2, 4, 3, 5, 4)",417,1.0
688,"R(P(3, 3), P(4, 1), C(S(), P(4, 2)), C(R(P(3, 1), P(4, 3), C(S(), P(4, 2)), P(4, 4), C(R(P(3, 1), P(4, 2), P(4, 1), P(4, 4), Z(), Z(), Z()), Z()), C(R(P(3, 1), P(4, 2), P(4, 1), P(4, 4), Z(), Z(), Z()), Z()), C(R(P(3, 1), P(4, 2), P(4, 1), P(4, 4), Z(), Z(), Z()), Z())), P(4, 3)), C(R(P(3, 1), P(4, 2), P(4, 1), P(4, 4), Z(), Z(), Z()), Z()), C(R(P(3, 1), P(4, 2), P(4, 1), P(4, 4), Z(), Z(), Z()), Z()), C(S(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(1, 0, 0, 0, 1, 1, 2, 2, 3, 3)",418,1.0
689,"R(C(S(), C(S(), P(3, 3))), P(4, 2), C(R(C(S(), C(S(), P(3, 3))), P(4, 3), P(4, 2), P(4, 2), Z(), Z(), Z()), P(4, 2)), C(C(S(), C(S(), P(3, 3))), P(4, 4), P(4, 4), P(4, 3)), C(R(P(3, 1), P(4, 4), P(4, 1), P(4, 1), Z(), Z(), Z()), Z()), C(R(P(3, 1), P(4, 4), P(4, 1), P(4, 1), Z(), Z(), Z()), Z()), C(R(C(S(), P(3, 3)), P(4, 2), P(4, 3), P(4, 1), Z(), Z(), Z()), C(R(P(3, 1), P(4, 4), P(4, 1), P(4, 1), Z(), Z(), Z()), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(3, 4, 6, 6, 6, 6, 6, 6, 6, 6)",423,1.0
690,"R(P(3, 1), P(4, 3), C(R(P(3, 3), P(4, 2), P(4, 1), C(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), P(4, 3)), Z(), Z(), Z()), C(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), P(4, 1))), C(R(P(3, 3), P(4, 2), P(4, 1), C(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), P(4, 3)), Z(), Z(), Z()), C(R(P(2, 1), P(3, 3), P(3, 1), Z(), Z()), P(4, 1))), C(R(P(1, 1), P(2, 2), Z()), C(P(2, 1), Z(), Z())), C(S(), C(P(2, 1), Z(), Z())), C(P(2, 1), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 0, 0, 0, 0, 0, 0, 0, 1)",426,1.0
691,"R(P(3, 2), P(4, 3), P(4, 4), C(R(C(S(), P(2, 2)), P(3, 3), P(3, 2), C(S(), Z()), C(R(P(3, 2), P(4, 4), P(4, 2), P(4, 2), C(S(), Z()), Z(), C(S(), Z())), Z())), P(4, 4)), C(P(3, 1), C(R(P(3, 2), P(4, 4), P(4, 2), P(4, 2), C(S(), Z()), Z(), C(S(), Z())), Z()), C(R(P(3, 2), P(4, 4), P(4, 2), P(4, 2), C(S(), Z()), Z(), C(S(), Z())), Z()), C(S(), Z())), C(R(P(3, 2), P(4, 4), P(4, 2), P(4, 2), C(S(), Z()), Z(), C(S(), Z())), Z()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 0, 1, 2, 1, 2, 1, 2, 1, 2)",433,1.0
692,"R(C(C(S(), C(S(), P(2, 1))), R(C(C(S(), P(2, 1)), C(S(), C(S(), P(2, 1))), C(P(2, 1), Z(), P(2, 1))), P(3, 3), C(C(C(S(), P(2, 1)), C(S(), C(S(), P(2, 1))), C(P(2, 1), Z(), P(2, 1))), P(3, 2), P(3, 1)), Z(), Z()), R(C(C(C(S(), P(2, 1)), C(S(), C(S(), P(2, 1))), C(P(2, 1), Z(), P(2, 1))), P(3, 2), P(3, 1)), P(4, 1), C(S(), P(4, 1)), P(4, 1), Z(), Z(), Z())), C(C(S(), P(2, 1)), C(S(), C(S(), P(2, 1))), C(P(2, 1), Z(), P(2, 1))), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(5, 8, 11, 11, 14, 14, 17, 17, 20, 20)",435,1.0
693,"R(P(2, 2), P(3, 1), C(R(P(3, 3), P(4, 2), P(4, 3), P(4, 1), C(S(), Z()), Z(), C(S(), Z())), C(R(P(3, 2), P(4, 4), P(4, 2), P(4, 1), Z(), Z(), Z()), P(3, 2))), C(R(P(2, 1), P(3, 1), C(P(2, 2), P(3, 3), Z()), Z(), Z()), Z()), C(P(3, 3), C(R(P(2, 1), P(3, 1), C(P(2, 2), P(3, 3), Z()), Z(), Z()), C(S(), Z())), C(R(P(2, 1), P(3, 1), C(P(2, 2), P(3, 3), Z()), Z(), Z()), Z()), C(R(P(2, 1), P(3, 1), C(P(2, 2), P(3, 3), Z()), Z(), Z()), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 1, 1, 1, 1, 0, 1, 2, 3)",438,1.0
694,"R(C(C(C(S(), P(2, 2)), C(R(P(3, 1), P(4, 1), C(C(P(3, 2), P(2, 2), Z(), Z()), P(4, 2), P(4, 1)), P(4, 4), Z(), Z(), Z()), P(2, 1)), C(S(), P(2, 2))), C(R(P(3, 2), P(4, 1), P(4, 4), P(4, 4), Z(), Z(), Z()), P(3, 2)), P(3, 3)), P(4, 1), P(4, 1), C(C(C(S(), P(2, 2)), C(R(P(3, 1), P(4, 1), C(C(P(3, 2), P(2, 2), Z(), Z()), P(4, 2), P(4, 1)), P(4, 4), Z(), Z(), Z()), P(2, 1)), C(S(), P(2, 2))), P(4, 1), P(4, 3)), C(S(), Z()), C(S(), Z()), Z())","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 5, 4, 5, 6, 7, 8, 9, 10, 11)",441,1.0
695,"R(C(S(), C(S(), P(3, 3))), C(R(P(2, 2), C(C(P(2, 1), Z(), S()), P(3, 2)), C(S(), C(S(), P(3, 3))), Z(), Z()), P(4, 1)), P(4, 2), C(C(S(), P(3, 3)), C(R(P(2, 2), C(C(P(2, 1), Z(), S()), P(3, 2)), C(S(), C(S(), P(3, 3))), Z(), Z()), P(4, 1)), P(4, 1), P(4, 3)), Z(), C(R(P(2, 2), C(C(P(2, 1), Z(), S()), P(3, 2)), C(S(), C(S(), P(3, 3))), Z(), Z()), Z()), C(R(P(2, 2), C(C(P(2, 1), Z(), S()), P(3, 2)), C(S(), C(S(), P(3, 3))), Z(), Z()), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 3, 3, 3, 5, 7, 9, 11, 13, 15)",442,1.0
696,"R(P(3, 2), C(C(R(P(3, 3), P(4, 1), P(4, 1), P(4, 1), Z(), Z(), Z()), P(3, 2)), P(4, 2), P(4, 3), P(4, 1)), P(4, 4), C(C(P(2, 2), P(2, 2), Z()), P(4, 1), P(4, 3)), Z(), Z(), C(C(R(S(), P(2, 2), C(R(R(P(3, 2), P(4, 2), P(4, 4), P(4, 1), Z(), Z(), Z()), P(2, 1), Z()), Z())), P(3, 3)), Z(), C(R(R(P(3, 2), P(4, 2), P(4, 4), P(4, 1), Z(), Z(), Z()), P(2, 1), Z()), Z()), C(R(R(P(3, 2), P(4, 2), P(4, 4), P(4, 1), Z(), Z(), Z()), P(2, 1), Z()), Z())))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",446,1.0
697,"R(P(3, 2), C(R(S(), C(P(3, 3), P(2, 1), P(2, 2), Z()), Z()), C(C(P(3, 3), P(2, 1), P(2, 2), Z()), Z(), C(S(), P(4, 2)))), P(4, 4), P(4, 2), C(S(), C(C(R(S(), C(P(3, 3), P(2, 1), P(2, 2), Z()), Z()), C(P(3, 3), P(2, 1), P(2, 2), Z())), Z(), Z())), C(S(), C(C(R(S(), C(P(3, 3), P(2, 1), P(2, 2), Z()), Z()), C(P(3, 3), P(2, 1), P(2, 2), Z())), Z(), Z())), C(C(R(S(), C(P(3, 3), P(2, 1), P(2, 2), Z()), Z()), C(P(3, 3), P(2, 1), P(2, 2), Z())), Z(), Z()))","((0,), (1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,))","(2, 1, 2, 1, 1, 1, 1, 1, 1, 1)",452,1.0
